,time,word,phoneme,pca_0,pca_1,pca_2
0,0.0,4004,64,0.13336319765629104,-0.09921873768130186,0.46377514994794045
1,0.01,4004,64,0.3184314818357684,-0.07178623879807884,0.728443984980978
2,0.02,4004,64,0.5351484798083949,0.03565082123462,0.735125781716796
3,0.03,4004,64,0.7189589710099231,0.16644914668883848,0.7490071587049558
4,0.04,4004,64,0.814227893721956,0.2659824198392069,0.6790645057024636
5,0.05,4004,64,0.8285036593049196,0.3483792041285433,0.592527281089593
6,0.06,4004,64,0.69040090946509,0.3925147559628994,0.4667850540582045
7,0.07,4004,64,0.5452085577748402,0.3654741119299467,0.3428387888129113
8,0.08,4004,64,0.3733912745411669,0.29145358627194906,0.2089228868733025
9,0.09,4004,64,0.2334090273986687,0.22098415248841943,0.1370983900821576
10,0.1,4004,64,0.08570528673100225,0.13523956522093442,0.09426593516752742
11,0.11,4004,64,-0.014387382211494262,0.07580188575970226,0.06363994158862081
12,0.12,5503,86,-0.1389018244045344,-0.06918652219381105,0.03326151546528632
13,0.13,5503,86,-0.2511530837125393,-0.18361696976392558,-0.023759001374536237
14,0.14,5503,86,-0.3811741463529218,-0.2944235951097114,-0.05018190347865408
15,0.15,5503,86,-0.43940542778542624,-0.2935769007619667,-0.11580910464436735
16,0.16,5503,86,-0.4639436912105111,-0.3404465406458863,-0.21203307596726248
17,0.17,5503,86,-0.36045139850644037,-0.3798855407968118,-0.2808795723672789
18,0.18,5503,86,-0.15626676305925014,-0.45641546535173366,-0.3094299095158626
19,0.19,5503,86,0.10911687656820425,-0.4728795874838891,-0.2542788069900993
20,0.2,5503,73,0.33041761200599,-0.4904833411175437,-0.28462923245656446
21,0.21,5503,73,0.5431616299159205,-0.44135633567791505,-0.36568301141852744
22,0.22,5503,73,0.6905972428513572,-0.34186313021971615,-0.4723342829199169
23,0.23,5503,73,0.7417553659346074,-0.2053473478991823,-0.5577810722355014
24,0.24,5503,73,0.7273075163867165,-0.12370569804374024,-0.6762986036711877
25,0.25,5503,73,0.6938942877203647,-0.13784032786058606,-0.8063137088605201
26,0.26,5503,84,0.6955547310426067,-0.21545512794281843,-0.8711200501797314
27,0.27,5503,84,0.7230297521060591,-0.316521646832399,-0.8723403885372372
28,0.28,5503,84,0.722350732741521,-0.3644429827447211,-0.8133137026856985
29,0.29,5503,84,0.7253813691285291,-0.39226847608606186,-0.7782650569954231
30,0.3,5503,84,0.656231484506521,-0.4342489374348551,-0.6756062442235476
31,0.31,5503,84,0.6357683001402377,-0.48248555154844275,-0.5640613755999128
