,lang_train,lang,level,epoch,init,num_samples,loss,accuracy,time
0,en,en,phonemes,0,none,499,4.2942855987548825,0.25125326073169707,
1,en,en,words,0,none,499,8.90748133632115,0.00920335348289726,
2,en,fr,phonemes,0,none,499,4.835030053819929,0.14031190202065877,
3,en,fr,words,0,none,499,9.466429788861955,0.0,
4,en,en,phonemes,1,none,1071,3.206220937183925,0.22041879737377168,
5,en,en,words,1,none,1071,7.728140867505755,0.03124273669826133,
6,en,fr,phonemes,1,none,1071,5.907928993770055,0.12615099294696536,
7,en,fr,words,1,none,1071,11.149399587358747,0.0,
8,en,en,phonemes,2,none,1727,3.387419607434954,0.12585555711814336,
9,en,en,words,2,none,1727,7.543169564383371,0.03118987054697105,
10,en,fr,phonemes,2,none,1727,6.5725885750906805,0.012627646998518946,
11,en,fr,words,2,none,1727,11.321219429016113,0.0,
12,en,en,phonemes,3,none,2478,2.3082119143349784,0.3840025193691254,
13,en,en,words,3,none,2478,7.414427194322858,0.03692909532918462,
14,en,fr,phonemes,3,none,2478,6.325731409890311,0.2652176172733307,
15,en,fr,words,3,none,2478,11.650682998657226,0.0,
16,en,en,phonemes,4,none,3338,2.1331396481650216,0.41887752730505806,
17,en,en,words,4,none,3338,7.283795464651925,0.044158812997862694,
18,en,fr,phonemes,4,none,3338,6.14568429347447,0.29400485699517387,
19,en,fr,words,4,none,3338,12.039657007489886,0.0,
20,en,en,phonemes,5,none,4324,1.9429395181110927,0.47030024927003045,
21,en,en,words,5,none,4324,7.106623402186803,0.05042995198390313,
22,en,fr,phonemes,5,none,4324,5.928148912157331,0.33865880818026406,
23,en,fr,words,5,none,4324,11.868875238691057,0.0,
24,en,en,phonemes,6,none,5453,1.8885239632470268,0.4774409886428288,
25,en,en,words,6,none,5453,7.013556218828474,0.05659994894479002,
26,en,fr,phonemes,6,none,5453,6.240381581442697,0.33707674648080554,
27,en,fr,words,6,none,5453,12.734234207153321,0.0,
28,en,en,phonemes,7,none,6747,1.8368515822546823,0.487532486983708,
29,en,en,words,7,none,6747,6.862027139936175,0.06145825342248593,
30,en,fr,phonemes,7,none,6747,5.915016487666539,0.33590866259166174,
31,en,fr,words,7,none,6747,12.006779946463448,0.0,
32,en,en,phonemes,8,none,8229,1.7523995772770473,0.5056521667071752,
33,en,en,words,8,none,8229,6.712890580313546,0.06981752011605671,
34,en,fr,phonemes,8,none,8229,6.07108897454398,0.342434652703149,
35,en,fr,words,8,none,8229,12.615489438738141,0.0,
36,en,en,phonemes,9,none,9927,1.705901673589434,0.5144837519100735,
37,en,en,words,9,none,9927,6.58736366217477,0.07619984802497284,
38,en,fr,phonemes,9,none,9927,6.28130411529541,0.3479736237185342,
39,en,fr,words,9,none,9927,12.987256743294852,0.0,
40,en,en,phonemes,10,none,11872,1.6724319715499878,0.5229733759335109,
41,en,en,words,10,none,11872,6.45642402103969,0.08408763912745884,
42,en,fr,phonemes,10,none,11872,6.443319067818778,0.344572810615812,
43,en,fr,words,10,none,11872,13.168445182800292,0.0,
44,en,en,phonemes,11,none,14100,1.6065592317581177,0.536986592905862,
45,en,en,words,11,none,14100,6.306984604426793,0.09372197678898062,
46,en,fr,phonemes,11,none,14100,6.598195481436593,0.34076410560948506,
47,en,fr,words,11,none,14100,13.911094529288155,0.0,
48,en,en,phonemes,12,none,16652,1.5651743841171264,0.54671583877291,
49,en,en,words,12,none,16652,6.108117256709508,0.1085941502813782,
50,en,fr,phonemes,12,none,16652,6.357223830086844,0.3507660239764622,
51,en,fr,words,12,none,16652,13.499371154785155,0.0,
52,en,en,phonemes,13,none,19576,1.5283040747642518,0.5544915823936463,
53,en,en,words,13,none,19576,5.935711042676653,0.11912444583433016,
54,en,fr,phonemes,13,none,19576,6.533726112365723,0.35028300552708763,
55,en,fr,words,13,none,19576,13.900854387555803,0.0,
56,en,en,phonemes,14,none,22925,1.4915184193338666,0.5642558990887233,
57,en,en,words,14,none,22925,5.745071976252965,0.13049371073288576,
