,lang_train,lang,level,epoch,init,num_samples,loss,accuracy,time
115,en,fr,words,28,none,173188,17.67480228315081,0.0,
116,en,en,phonemes,29,none,198891,1.1293183284487043,0.6646192203930447,
117,en,en,words,29,none,198891,2.8548681876318796,0.43105906549521855,
118,en,fr,phonemes,29,none,198891,8.373321820395333,0.35401929524966647,
119,en,fr,words,29,none,198891,17.656213838849748,0.0,
120,en,en,phonemes,30,none,228334,1.1147104826654706,0.6690601623398917,
121,en,en,words,30,none,228334,2.6456691607066563,0.46387136556421005,
122,en,fr,phonemes,30,none,228334,8.502978939601354,0.348886598774365,
123,en,fr,words,30,none,228334,18.13711272757394,0.0,
124,en,en,phonemes,31,none,262062,1.106815264906202,0.6714970752852304,
125,en,en,words,31,none,262062,2.5482175309317454,0.47710534797395976,
126,en,fr,phonemes,31,none,262062,8.645533519199915,0.3567460506643568,
127,en,fr,words,31,none,262062,18.58463199070522,0.0,
128,en,en,phonemes,32,none,300698,1.077316268989018,0.6791875190394265,
129,en,en,words,32,none,300698,2.371250741958618,0.5071313966001784,
130,en,fr,phonemes,32,none,300698,8.987254091535295,0.35430639624595645,
131,en,fr,words,32,none,300698,19.01462551007952,0.0,
132,en,en,phonemes,33,none,344956,1.0580144885608127,0.6847797015735081,
133,en,en,words,33,none,344956,2.2170365433011736,0.5315998459543501,
134,en,fr,phonemes,33,none,344956,9.193851544516427,0.3539339740446636,
135,en,fr,words,33,none,344956,19.099167223249164,0.0,
136,en,en,phonemes,34,none,395654,1.0454533207757133,0.6881898602076939,
137,en,en,words,34,none,395654,2.098118834291186,0.5528311520644597,
138,en,fr,phonemes,34,none,395654,9.472471158163888,0.354776152747018,
139,en,fr,words,34,none,395654,19.339549471173967,0.0,
140,en,en,phonemes,35,none,453730,1.0302757197107588,0.6920452167987824,
141,en,en,words,35,none,453730,2.000762827532632,0.5675297318186079,
142,en,fr,phonemes,35,none,453730,9.800388524191721,0.3585637277024133,
143,en,fr,words,35,none,453730,19.888326913016183,0.0,
144,en,en,phonemes,36,none,520256,1.0205899344171796,0.6954754062039512,
145,en,en,words,36,none,520256,1.9310124630246843,0.581050404378346,
146,en,fr,phonemes,36,none,520256,10.29339901624407,0.3544071677582605,
147,en,fr,words,36,none,520256,20.62839090837751,0.0,
148,en,en,phonemes,37,none,596463,1.0066888771738325,0.6994332730429513,
149,en,en,words,37,none,596463,1.8419401141575404,0.5983985087871552,
150,en,fr,phonemes,37,none,596463,10.93056451851981,0.35732654781000955,
151,en,fr,words,37,none,596463,20.947272766113283,0.0,
152,en,en,phonemes,38,none,683759,1.001500521183014,0.7015292809690747,
153,en,en,words,38,none,683759,1.7334735284532818,0.6222366784981319,
154,en,fr,phonemes,38,none,683759,11.552582524980817,0.3567939142840249,
155,en,fr,words,38,none,683759,21.68541697038923,0.0,
156,en,en,phonemes,39,none,783759,0.9847457226685116,0.7061868492194584,
157,en,en,words,39,none,783759,1.6712861058371407,0.6312594363348825,
158,en,fr,phonemes,39,none,783759,12.23595910862514,0.3573184593405042,
159,en,fr,words,39,none,783759,22.729787294660294,0.0,
160,en,en,phonemes,40,none,883759,0.9699561236926487,0.7095371142796107,
161,en,en,words,40,none,883759,1.5940839069230215,0.6460277869701385,
162,en,fr,phonemes,40,none,883759,12.951480491638183,0.35331990574087413,
163,en,fr,words,40,none,883759,22.78744120352609,0.0,
164,en,en,phonemes,41,none,983759,0.9681964952605111,0.7107541677951813,
165,en,en,words,41,none,983759,1.5378544120788573,0.6585136688096183,
166,en,fr,phonemes,41,none,983759,13.710359333583288,0.3532220625536782,
167,en,fr,words,41,none,983759,23.546390178135464,0.0,
168,en,en,phonemes,42,none,1083759,0.956847067969186,0.7138625367028373,
169,en,en,words,42,none,1083759,1.5048703280176434,0.663337073632649,
170,en,fr,phonemes,42,none,1083759,14.320422814505442,0.355619483590126,
171,en,fr,words,42,none,1083759,23.859747460501534,0.0,
172,en,en,phonemes,43,none,1183759,0.9460866968972342,0.7162831504004342,
173,en,en,words,43,none,1183759,1.4481947147165026,0.6744232592582703,
174,en,fr,phonemes,43,none,1183759,14.793497313363211,0.3577896112203598,
175,en,fr,words,43,none,1183759,24.03257261657715,0.0,
176,en,en,phonemes,44,none,1283759,0.9452527405534472,0.7160232703345163,
177,en,en,words,44,none,1283759,1.4423975722789764,0.676266811643328,
178,en,fr,phonemes,44,none,1283759,15.185042066301618,0.35966956421307156,
179,en,fr,words,44,none,1283759,24.25729715183803,0.0,
180,en,en,phonemes,45,none,1383759,0.9374548961775644,0.7189709983553205,
181,en,en,words,45,none,1383759,1.3945246729850769,0.6844893319266183,
182,en,fr,phonemes,45,none,1383759,15.422865388052804,0.3547302995579583,
183,en,fr,words,45,none,1383759,24.452187567574637,0.0,
184,en,en,phonemes,46,none,1483759,0.9296050825459616,0.7221691171782357,
185,en,en,words,46,none,1483759,1.3644238814626422,0.6893397964409419,
186,en,fr,phonemes,46,none,1483759,15.326403901236398,0.3550798763547625,
187,en,fr,words,46,none,1483759,24.743201235089984,0.0,
188,en,en,phonemes,47,none,1583759,0.9306308056286403,0.7210998507908413,
189,en,en,words,47,none,1583759,1.35202804681233,0.6917289277144841,
190,en,fr,phonemes,47,none,1583759,15.58964260319301,0.35480320247582026,
191,en,fr,words,47,none,1583759,24.441454729352678,0.0,
192,en,en,phonemes,48,none,1683759,0.9283242163658142,0.7221249087878636,
193,en,en,words,48,none,1683759,1.3295534940787723,0.6984692323548454,
194,en,fr,phonemes,48,none,1683759,15.61585383605957,0.3548190014532634,
195,en,fr,words,48,none,1683759,24.74339685494559,0.0,
196,en,en,phonemes,49,none,1783759,0.9172238573687417,0.7251437741688319,
197,en,en,words,49,none,1783759,1.2994419748783113,0.705152441399438,
198,en,fr,phonemes,49,none,1783759,15.630349207196916,0.35998998766286033,
199,en,fr,words,49,none,1783759,24.474714244297573,0.0,
200,en,en,phonemes,50,none,1883759,0.9191104506424496,0.7244243604796273,
201,en,en,words,50,none,1883759,1.2985685600212642,0.7040108008044107,
202,en,fr,phonemes,50,none,1883759,15.562340457371302,0.36018760408673967,
203,en,fr,words,50,none,1883759,24.314464882986886,0.0,
204,en,en,phonemes,51,none,1983759,0.9136082741533007,0.7248261291640146,
205,en,en,words,51,none,1983759,1.2717356065682002,0.7103341190133776,
206,en,fr,phonemes,51,none,1983759,15.655068311418805,0.35564028773989,
207,en,fr,words,51,none,1983759,24.575764853341237,0.0,
208,en,en,phonemes,52,none,2083759,0.9132115424360547,0.7260970957619803,
209,en,en,words,52,none,2083759,1.2686011559622627,0.7109340456553868,
210,en,fr,phonemes,52,none,2083759,15.71151854487828,0.35954501959255764,
211,en,fr,words,52,none,2083759,24.329768118722097,0.0,
212,en,en,phonemes,53,none,2183759,0.9077599317686899,0.728315369946616,
213,en,en,words,53,none,2183759,1.240520005260195,0.7163353023188455,
214,en,fr,phonemes,53,none,2183759,15.58704738180978,0.3562739631448473,
215,en,fr,words,53,none,2183759,24.61043711199079,0.0,
216,en,en,phonemes,54,none,2283759,0.9042251314776284,0.728514872619084,
217,en,en,words,54,none,2283759,1.214245311158044,0.7217916786330086,
218,en,fr,phonemes,54,none,2283759,15.630954897199357,0.3575180370807648,
219,en,fr,words,54,none,2283759,24.083548531668526,0.0,
220,en,en,phonemes,55,none,2383759,0.8989962184429169,0.7301971274784633,
221,en,en,words,55,none,2383759,1.206379537820816,0.724198963029044,
222,en,fr,phonemes,55,none,2383759,15.488232233319964,0.35671060744353705,
223,en,fr,words,55,none,2383759,24.795332238333565,0.0,
224,en,en,phonemes,56,none,2483759,0.9076232570580074,0.7279503103664943,
225,en,en,words,56,none,2483759,1.2197972464561462,0.7213312241349902,
226,en,fr,phonemes,56,none,2483759,15.369369982038226,0.35710831134659904,
227,en,fr,words,56,none,2483759,24.231894409179688,0.0,
228,en,en,phonemes,57,none,2583759,0.893903029850551,0.732288587978908,
229,en,en,words,57,none,2583759,1.1867052595955985,0.7278500352927617,
230,en,fr,phonemes,57,none,2583759,15.545557279314314,0.3584602368388857,
231,en,fr,words,57,none,2583759,24.586157784598214,0.0,
232,en,en,phonemes,58,none,2683759,0.889480397769383,0.733420009476798,
233,en,en,words,58,none,2683759,1.180905254500253,0.7295110912663596,
234,en,fr,phonemes,58,none,2683759,15.459411345345634,0.3547836319889341,
235,en,fr,words,58,none,2683759,24.646591389247348,0.0,
236,en,en,phonemes,59,none,2783759,0.8894259642192296,0.7320846184321812,
237,en,en,words,59,none,2783759,1.1763303272383554,0.7297794098513467,
238,en,fr,phonemes,59,none,2783759,15.601149709429059,0.3562457728215626,
239,en,fr,words,59,none,2783759,25.094994151524133,0.0,
240,fr,en,phonemes,0,none,499,4.922361765725272,0.08041030952973025,
241,fr,en,words,0,none,499,9.486820256914411,0.0,
242,fr,fr,phonemes,0,none,499,4.350730607713972,0.15360656356811522,
243,fr,fr,words,0,none,499,8.733795096261161,0.013114684118955795,
244,fr,en,phonemes,1,none,1071,5.893270390101842,0.14045624210153307,
245,fr,en,words,1,none,1071,11.339810249328613,0.0,
246,fr,fr,phonemes,1,none,1071,3.1972994956970213,0.2488428972193173,
247,fr,fr,words,1,none,1071,7.527171589442662,0.019240623386044587,
248,fr,en,phonemes,2,none,1727,5.951283178601946,0.11524516341303076,
249,fr,en,words,2,none,1727,11.3058325075422,0.0,
250,fr,fr,phonemes,2,none,1727,2.6935260160991126,0.26331039245639526,
251,fr,fr,words,2,none,1727,7.35074044418335,0.022723625674976836,
252,fr,en,phonemes,3,none,2478,6.200235071999686,0.28762361036028183,
253,fr,en,words,3,none,2478,11.674430734906878,0.0,
254,fr,fr,phonemes,3,none,2478,2.073214365686689,0.4568619412354061,
255,fr,fr,words,3,none,2478,7.203952181134905,0.03159103921727677,
256,fr,en,phonemes,4,none,3338,6.358734841755458,0.3008510025228773,
257,fr,en,words,4,none,3338,11.759143778119768,0.0,
258,fr,fr,phonemes,4,none,3338,1.9733793092455183,0.48049886420794896,
259,fr,fr,words,4,none,3338,7.015704521179199,0.04207096161813076,
260,fr,en,phonemes,5,none,4324,6.357179005759103,0.3097704453468323,
261,fr,en,words,5,none,4324,12.072719288417272,0.0,
262,fr,fr,phonemes,5,none,4324,1.8661638141359602,0.4949141584123884,
263,fr,fr,words,5,none,4324,6.854961484636579,0.050688450270465445,
264,fr,en,phonemes,6,none,5453,6.474785298756191,0.3143496232373374,
265,fr,en,words,6,none,5453,12.443797907148088,0.0,
266,fr,fr,phonemes,6,none,5453,1.8147037365777152,0.5051342767647334,
267,fr,fr,words,6,none,5453,6.722375117165702,0.0589534278716892,
268,fr,en,phonemes,7,none,6747,6.486756990432739,0.3036122131688254,
269,fr,en,words,7,none,6747,12.440050357273646,0.0,
270,fr,fr,phonemes,7,none,6747,1.7917754271371025,0.5063282966613769,
271,fr,fr,words,7,none,6747,6.5824902005876815,0.06335889368397848,
272,fr,en,phonemes,8,none,8229,6.717628921781268,0.3123953070640564,
273,fr,en,words,8,none,8229,12.838609637669155,0.0,
274,fr,fr,phonemes,8,none,8229,1.7603499923433577,0.5181314495631627,
275,fr,fr,words,8,none,8229,6.512464554922921,0.07133947517722845,
276,fr,en,phonemes,9,none,9927,6.579074277060372,0.31568840341908594,
277,fr,en,words,9,none,9927,12.733798506600516,0.0,
278,fr,fr,phonemes,9,none,9927,1.6995154233660017,0.5330842990875244,
279,fr,fr,words,9,none,9927,6.384392061505999,0.08089817899279296,
280,fr,en,phonemes,10,none,11872,6.739454215458461,0.3160658740486417,
281,fr,en,words,10,none,11872,13.065685800824847,0.0,
282,fr,fr,phonemes,10,none,11872,1.6129525638307844,0.5513817911148071,
283,fr,fr,words,10,none,11872,6.230187005179269,0.0943224369755813,
284,fr,en,phonemes,11,none,14100,6.811091554641724,0.3192646917104721,
285,fr,en,words,11,none,14100,13.212156549726213,0.0,
286,fr,fr,phonemes,11,none,14100,1.5534548342568533,0.5660903440202986,
287,fr,fr,words,11,none,14100,6.084399041312081,0.10393037292041948,
288,fr,en,phonemes,12,none,16652,6.953244679587228,0.31453925045898984,
289,fr,en,words,12,none,16652,13.206902208600726,0.0,
290,fr,fr,phonemes,12,none,16652,1.5284389256749835,0.5694134758199965,
291,fr,fr,words,12,none,16652,5.903702491760254,0.12288689714883055,
292,fr,en,phonemes,13,none,19576,7.0594709118434364,0.31699009893621716,
293,fr,en,words,13,none,19576,13.512193792070661,0.0,
294,fr,fr,phonemes,13,none,19576,1.4732838057109288,0.5829247398035867,
295,fr,fr,words,13,none,19576,5.7810181007385255,0.13176443763503007,
296,fr,en,phonemes,14,none,22925,7.103882135118757,0.32060873900141035,
297,fr,en,words,14,none,22925,13.015373941693987,0.0,
298,fr,fr,phonemes,14,none,22925,1.396581213269915,0.6039772730214256,
299,fr,fr,words,14,none,22925,5.507068757738386,0.15934239688515664,
300,fr,en,phonemes,15,none,26761,7.252169780731201,0.3191754438025611,
301,fr,en,words,15,none,26761,13.66199438912528,0.0,
302,fr,fr,phonemes,15,none,26761,1.3620023997170585,0.611122160741261,
303,fr,fr,words,15,none,26761,5.368772442136492,0.17146662259953363,
304,fr,en,phonemes,16,none,31156,7.100096392495292,0.32475429475307466,
305,fr,en,words,16,none,31156,13.733749326433454,0.0,
306,fr,fr,phonemes,16,none,31156,1.3482083046095712,0.6172897474084582,
307,fr,fr,words,16,none,31156,5.21519113268171,0.18906959682490143,
308,fr,en,phonemes,17,none,36190,7.384268605913435,0.32607849626881735,
309,fr,en,words,17,none,36190,14.141627579825265,0.0,
310,fr,fr,phonemes,17,none,36190,1.2901736831665038,0.6303202626023974,
311,fr,fr,words,17,none,36190,4.947825189317975,0.2132048891399588,
312,fr,en,phonemes,18,none,41957,7.492094316755022,0.3264282455955233,
313,fr,en,words,18,none,41957,14.27250887625558,0.0,
314,fr,fr,phonemes,18,none,41957,1.2697019550459725,0.6367695984159197,
315,fr,fr,words,18,none,41957,4.73695032800947,0.23346276944024222,
316,fr,en,phonemes,19,none,48563,7.725656003679548,0.3225293071780886,
317,fr,en,words,19,none,48563,14.528560538155691,0.0,
318,fr,fr,phonemes,19,none,48563,1.239378868647984,0.6433278237410954,
319,fr,fr,words,19,none,48563,4.565098406927926,0.24825912900056157,
320,fr,en,phonemes,20,none,56131,7.5436488674708775,0.3260005004916872,
321,fr,en,words,20,none,56131,14.402146849496024,0.0,
322,fr,fr,phonemes,20,none,56131,1.2024987297058105,0.6535209550176349,
323,fr,fr,words,20,none,56131,4.371174843106951,0.26781613035712926,
324,fr,en,phonemes,21,none,64800,7.825506864820208,0.32520151678153447,
325,fr,en,words,21,none,64800,14.725281598772321,0.0,
326,fr,fr,phonemes,21,none,64800,1.1787452474321638,0.6595521268163409,
327,fr,fr,words,21,none,64800,4.166624341147287,0.2866275392004422,
328,fr,en,phonemes,22,none,74730,7.773902801513672,0.3262150174549648,
329,fr,en,words,22,none,74730,15.302492767333984,0.0,
330,fr,fr,phonemes,22,none,74730,1.161457141808101,0.6662170097827912,
331,fr,fr,words,22,none,74730,4.0030038419451035,0.30483485778740477,
332,fr,en,phonemes,23,none,86105,8.083573995862688,0.3208471714598792,
333,fr,en,words,23,none,86105,15.33939297921317,0.0,
334,fr,fr,phonemes,23,none,86105,1.151824160848345,0.6677105281352996,
335,fr,fr,words,23,none,86105,3.7651708427156723,0.33204668303898405,
336,fr,en,phonemes,24,none,99136,8.251987277439662,0.3269589726584298,
337,fr,en,words,24,none,99136,15.762847832815988,0.0,
338,fr,fr,phonemes,24,none,99136,1.1140849086216518,0.6791377299853734,
339,fr,fr,words,24,none,99136,3.6047915600367957,0.34456013694831306,
340,fr,en,phonemes,25,none,114063,8.336886008671351,0.32808994042873385,
341,fr,en,words,25,none,114063,15.730005477905273,0.0,
342,fr,fr,phonemes,25,none,114063,1.0872700722558157,0.6875734896659851,
343,fr,fr,words,25,none,114063,3.35722610609872,0.3782613499505179,
344,fr,en,phonemes,26,none,131162,8.415197835104806,0.3285953999757767,
345,fr,en,words,26,none,131162,16.622026421683174,0.0,
346,fr,fr,phonemes,26,none,131162,1.0745977555002486,0.6889894256591796,
347,fr,fr,words,26,none,131162,3.215184407915388,0.3924101801088878,
348,fr,en,phonemes,27,none,150750,8.393914356776646,0.3308484772273472,
349,fr,en,words,27,none,150750,16.481195311410087,0.0,
350,fr,fr,phonemes,27,none,150750,1.0481649005753653,0.6971821724006108,
351,fr,fr,words,27,none,150750,3.0457631506238667,0.4166648452792849,
352,fr,en,phonemes,28,none,173188,8.821576356615338,0.3315661385570254,
353,fr,en,words,28,none,173188,16.95465860421317,0.0,
354,fr,fr,phonemes,28,none,173188,1.0306082823617118,0.7005017512866429,
355,fr,fr,words,28,none,173188,2.899618327004569,0.43355576808112006,
356,fr,en,phonemes,29,none,198891,8.833482551574708,0.3307854963881629,
357,fr,en,words,29,none,198891,17.090344177246095,0.0,
358,fr,fr,phonemes,29,none,198891,1.0133303027153016,0.7056797313690185,
359,fr,fr,words,29,none,198891,2.807418475014823,0.44550523476941245,
360,fr,en,phonemes,30,none,228334,9.07414281136649,0.33036770355701445,
361,fr,en,words,30,none,228334,17.601491034371513,0.0,
362,fr,fr,phonemes,30,none,228334,0.9896786370958601,0.7125002204350063,
363,fr,fr,words,30,none,228334,2.62708793592453,0.47220343273026605,
364,fr,en,phonemes,31,none,262062,9.269919125148228,0.3305446927206857,
365,fr,en,words,31,none,262062,17.90954080418178,0.0,
366,fr,fr,phonemes,31,none,262062,0.9832550462995256,0.7149049970081874,
367,fr,fr,words,31,none,262062,2.5092846296174187,0.49107500432218826,
368,fr,en,phonemes,32,none,300698,9.505092298780168,0.3310832337822233,
369,fr,en,words,32,none,300698,18.344650320870535,0.0,
370,fr,fr,phonemes,32,none,300698,0.9681845064163208,0.7193355103220258,
371,fr,fr,words,32,none,300698,2.397249533244542,0.5106430806262152,
372,fr,en,phonemes,33,none,344956,9.854511520385742,0.3308907773154122,
373,fr,en,words,33,none,344956,18.66862650844029,0.0,
374,fr,fr,phonemes,33,none,344956,0.940031345980508,0.7265162242480687,
375,fr,fr,words,33,none,344956,2.287566566671644,0.5260525105169841,
376,fr,en,phonemes,34,none,395654,10.167481179373604,0.33224705735274723,
377,fr,en,words,34,none,395654,18.89814180428641,0.0,
378,fr,fr,phonemes,34,none,395654,0.920936831678663,0.7309253031185695,
379,fr,fr,words,34,none,395654,2.1738082963398524,0.5452216461556298,
380,fr,en,phonemes,35,none,453730,10.53279186793736,0.33254610099111287,
381,fr,en,words,35,none,453730,19.334431370326453,0.0,
382,fr,fr,phonemes,35,none,453730,0.9093944266183036,0.7350717269352505,
383,fr,fr,words,35,none,453730,2.0848546096938,0.558724417413984,
384,fr,en,phonemes,36,none,520256,11.085990211486816,0.33152780854701996,
385,fr,en,words,36,none,520256,19.951022768293107,0.0,
386,fr,fr,phonemes,36,none,520256,0.9019063239438193,0.737033385004316,
387,fr,fr,words,36,none,520256,1.9984864533288138,0.5735984522615161,
388,fr,en,phonemes,37,none,596463,11.803394394465855,0.331933861885752,
389,fr,en,words,37,none,596463,20.23660831996373,0.0,
390,fr,fr,phonemes,37,none,596463,0.8796187054429735,0.7437234550203596,
391,fr,fr,words,37,none,596463,1.89771925674166,0.5916024712324143,
392,fr,en,phonemes,38,none,683759,12.55151944896153,0.3322542107616152,
393,fr,en,words,38,none,683759,21.167382457188197,0.0,
394,fr,fr,phonemes,38,none,683759,0.8655668043068477,0.7473849719592504,
395,fr,fr,words,38,none,683759,1.826428701060159,0.604380452156067,
396,fr,en,phonemes,39,none,783759,13.155348036084856,0.33264535120555333,
397,fr,en,words,39,none,783759,21.61323304966518,0.0,
398,fr,fr,phonemes,39,none,783759,0.8577813243525368,0.7502226328849793,
399,fr,fr,words,39,none,783759,1.7753168074062893,0.6141113468238285,
400,fr,en,phonemes,40,none,883759,13.787121472494944,0.33188744589260644,
401,fr,en,words,40,none,883759,22.04244112069266,0.0,
402,fr,fr,phonemes,40,none,883759,0.8314645985535213,0.7570616707120623,
